META,inlet_choked,only_compressor_manual_outlet 
DATA,ts_ms,diaphragm_pct,piston_pct,mpx_pressure_hPa,bmp_temp_C,bmp_pressure_hPa,dht_temp_C,dht_humidity
DATA,273019,0,0,4111.44,  0.00,  0.00,NaN,NaN
DATA,274020,0,0,4116.87,  0.00,  0.00,NaN,NaN
DATA,275019,0,0,4116.87,  0.00,  0.00,NaN,NaN
DATA,276020,0,0,4111.44,  0.00,  0.00,NaN,NaN
DATA,277019,0,0,4116.87,  0.00,  0.00,NaN,NaN
DATA,278020,0,0,4116.87,  0.00,  0.00,NaN,NaN
DATA,279019,0,0,3405.45,  0.00,  0.00,NaN,NaN
DATA,280019,0,0,2482.24,  0.00,  0.00,NaN,NaN
DATA,281020,0,0,369.72,  0.00,  0.00,NaN,NaN
DATA,282019,0,0,-10.43,  0.00,  0.00,NaN,NaN
DATA,283020,0,0,-15.86,  0.00,  0.00,NaN,NaN
DATA,284019,0,0,-15.86,  0.00,  0.00,NaN,NaN
DATA,285020,0,0,-15.86,  0.00,  0.00,NaN,NaN
DATA,286019,0,0,-15.86,  0.00,  0.00,NaN,NaN
DATA,287020,0,0,-15.86,  0.00,  0.00,NaN,NaN
DATA,288019,0,0,-15.86,  0.00,  0.00,NaN,NaN
DATA,289019,0,0,-15.86,  0.00,  0.00,NaN,NaN
DATA,290020,0,0,-15.86,  0.00,  0.00,NaN,NaN
DATA,291019,0,0,-15.86,  0.00,  0.00,NaN,NaN
DATA,292020,0,0,-15.86,  0.00,  0.00,NaN,NaN
DATA,293019,0,0,-15.86,  0.00,  0.00,NaN,NaN
DATA,294020,0,0,-15.86,  0.00,  0.00,NaN,NaN
DATA,295019,0,0,-15.86,  0.00,  0.00,NaN,NaN
DATA,296019,0,0,-15.86,  0.00,  0.00,NaN,NaN
DATA,297020,0,0,-15.86,  0.00,  0.00,NaN,NaN
DATA,298019,0,0,-15.86,  0.00,  0.00,NaN,NaN
DATA,299020,0,10, 92.76,  0.00,  0.00,NaN,NaN
DATA,300019,0,10,358.86,  0.00,  0.00,NaN,NaN
DATA,301020,0,10,527.21,  0.00,  0.00,NaN,NaN
DATA,302019,0,10,646.68,  0.00,  0.00,NaN,NaN
DATA,303020,0,10,728.14,  0.00,  0.00,NaN,NaN
DATA,304019,0,10,787.88,  0.00,  0.00,NaN,NaN
DATA,305019,0,10,831.32,  0.00,  0.00,NaN,NaN
DATA,306020,0,10,874.77,  0.00,  0.00,NaN,NaN
DATA,307019,0,10,901.92,  0.00,  0.00,NaN,NaN
DATA,308020,0,10,929.08,  0.00,  0.00,NaN,NaN
DATA,309019,0,10,967.09,  0.00,  0.00,NaN,NaN
DATA,310020,0,10,988.81,  0.00,  0.00,NaN,NaN
DATA,311019,0,10,977.95,  0.00,  0.00,NaN,NaN
DATA,312019,0,10,977.95,  0.00,  0.00,NaN,NaN
DATA,313020,0,10,983.38,  0.00,  0.00,NaN,NaN
DATA,314019,0,10,988.81,  0.00,  0.00,NaN,NaN
DATA,315020,0,10,988.81,  0.00,  0.00,NaN,NaN
DATA,316019,0,10,988.81,  0.00,  0.00,NaN,NaN
DATA,317020,0,10,994.24,  0.00,  0.00,NaN,NaN
DATA,318019,0,10,999.67,  0.00,  0.00,NaN,NaN
DATA,319020,0,10,999.67,  0.00,  0.00,NaN,NaN
DATA,320019,0,10,999.67,  0.00,  0.00,NaN,NaN
DATA,321019,0,10,999.67,  0.00,  0.00,NaN,NaN
DATA,322020,0,10,999.67,  0.00,  0.00,NaN,NaN
DATA,323019,0,10,1005.10,  0.00,  0.00,NaN,NaN
DATA,324020,0,10,1005.10,  0.00,  0.00,NaN,NaN
DATA,325019,0,10,1015.97,  0.00,  0.00,NaN,NaN
DATA,326020,0,10,1032.26,  0.00,  0.00,NaN,NaN
DATA,327019,0,10,1005.10,  0.00,  0.00,NaN,NaN
DATA,328019,0,10,1005.10,  0.00,  0.00,NaN,NaN
DATA,329020,0,10,1005.10,  0.00,  0.00,NaN,NaN
DATA,330019,0,10,1005.10,  0.00,  0.00,NaN,NaN
DATA,331020,0,10,1005.10,  0.00,  0.00,NaN,NaN
DATA,332019,0,10,1010.54,  0.00,  0.00,NaN,NaN
DATA,333020,0,10,1005.10,  0.00,  0.00,NaN,NaN
DATA,334019,0,10,1010.54,  0.00,  0.00,NaN,NaN
DATA,335020,0,10,1010.54,  0.00,  0.00,NaN,NaN
DATA,336019,0,10,1010.54,  0.00,  0.00,NaN,NaN
DATA,337019,0,10,1010.54,  0.00,  0.00,NaN,NaN
DATA,338020,0,10,1010.54,  0.00,  0.00,NaN,NaN
DATA,339019,0,10,1010.54,  0.00,  0.00,NaN,NaN
DATA,340020,0,10,1010.54,  0.00,  0.00,NaN,NaN
DATA,341019,0,10,1021.40,  0.00,  0.00,NaN,NaN
DATA,342020,0,10,1032.26,  0.00,  0.00,NaN,NaN
DATA,343019,0,10,1010.54,  0.00,  0.00,NaN,NaN
DATA,344019,0,10,1010.54,  0.00,  0.00,NaN,NaN
DATA,345020,0,10,1010.54,  0.00,  0.00,NaN,NaN
DATA,346019,0,10,1010.54,  0.00,  0.00,NaN,NaN
DATA,347020,0,0,1010.54,  0.00,  0.00,NaN,NaN
DATA,348019,0,0,1010.54,  0.00,  0.00,NaN,NaN
DATA,349020,0,0,1010.54,  0.00,  0.00,NaN,NaN
DATA,350019,0,0,1010.54,  0.00,  0.00,NaN,NaN
DATA,351020,0,0,1010.54,  0.00,  0.00,NaN,NaN
DATA,352019,0,0,1010.54,  0.00,  0.00,NaN,NaN
DATA,353019,0,0,1010.54,  0.00,  0.00,NaN,NaN
DATA,354020,0,0,1010.54,  0.00,  0.00,NaN,NaN
DATA,355019,0,0,1010.54,  0.00,  0.00,NaN,NaN
DATA,356020,0,0,1010.54,  0.00,  0.00,NaN,NaN
DATA,357019,0,0,1015.97,  0.00,  0.00,NaN,NaN
DATA,358020,0,0,1010.54,  0.00,  0.00,NaN,NaN
DATA,359019,0,0,1010.54,  0.00,  0.00,NaN,NaN
DATA,360019,0,0,1010.54,  0.00,  0.00,NaN,NaN
DATA,361020,0,0,706.42,  0.00,  0.00,NaN,NaN
DATA,362019,0,0,548.93,  0.00,  0.00,NaN,NaN
DATA,363020,0,0,429.46,  0.00,  0.00,NaN,NaN
DATA,364019,0,0,293.69,  0.00,  0.00,NaN,NaN
DATA,365020,0,0,152.49,  0.00,  0.00,NaN,NaN
DATA,366019,0,0, 33.02,  0.00,  0.00,NaN,NaN
DATA,367020,0,0,-10.43,  0.00,  0.00,NaN,NaN
DATA,368019,0,0,-15.86,  0.00,  0.00,NaN,NaN
DATA,369019,0,0,-15.86,  0.00,  0.00,NaN,NaN
DATA,370020,0,0,-15.86,  0.00,  0.00,NaN,NaN
DATA,371019,0,0,-10.43,  0.00,  0.00,NaN,NaN
DATA,372020,0,0,-10.43,  0.00,  0.00,NaN,NaN
DATA,373019,0,0,-10.43,  0.00,  0.00,NaN,NaN
DATA,374020,0,0,-15.86,  0.00,  0.00,NaN,NaN
DATA,375019,0,0,-10.43,  0.00,  0.00,NaN,NaN
DATA,376019,0,0,-10.43,  0.00,  0.00,NaN,NaN
DATA,377020,0,0,-10.43,  0.00,  0.00,NaN,NaN
